x,y,value
simple_pages_ap-southeast-1,22-06-2023T18:00,15090.143
simple_pages_eu-west-1,21-06-2023T06:00,15290.237000000001
simple_pages_eu-west-1,21-06-2023T12:00,15114.179
simple_pages_eu-west-1,21-06-2023T18:00,15860.347000000002
simple_pages_eu-west-1,22-06-2023T12:00,15848.154999999999
simple_pages_eu-west-1,22-06-2023T06:00,15031.678
simple_pages_eu-west-1,22-06-2023T18:00,15858.565
simple_pages_us-east-1,20-06-2023T18:00,15129.012
simple_pages_us-east-1,21-06-2023T06:00,16020.616999999998
simple_pages_us-east-1,21-06-2023T12:00,15859.336000000001
simple_pages_us-east-1,21-06-2023T18:00,15227.286
simple_pages_us-east-1,22-06-2023T12:00,15117.219
simple_pages_us-east-1,22-06-2023T06:00,15838.743000000002
simple_pages_us-east-1,22-06-2023T18:00,15124.179
simple_vercel_ap-southeast-1,21-06-2023T06:00,15516.608999999999
simple_vercel_ap-southeast-1,21-06-2023T12:00,15064.874
simple_vercel_ap-southeast-1,21-06-2023T18:00,15058.282
simple_vercel_ap-southeast-1,22-06-2023T12:00,14985.935000000001
simple_vercel_ap-southeast-1,22-06-2023T06:00,15063.519999999999
simple_vercel_ap-southeast-1,22-06-2023T18:00,15483.841999999999
simple_vercel_eu-west-1,21-06-2023T06:00,15178.48
simple_vercel_eu-west-1,21-06-2023T12:00,15074.182
simple_vercel_eu-west-1,21-06-2023T18:00,15735.97
simple_vercel_eu-west-1,22-06-2023T12:00,15835.746000000001
simple_vercel_eu-west-1,22-06-2023T06:00,15821.463
simple_vercel_eu-west-1,22-06-2023T18:00,15218.815
simple_vercel_us-east-1,20-06-2023T18:00,15726.705999999998
simple_vercel_us-east-1,21-06-2023T06:00,15830.333999999999
simple_vercel_us-east-1,21-06-2023T12:00,15828.718
simple_vercel_us-east-1,21-06-2023T18:00,15088.577
simple_vercel_us-east-1,22-06-2023T12:00,15075.257
simple_vercel_us-east-1,22-06-2023T06:00,15812.067
simple_vercel_us-east-1,22-06-2023T18:00,15065.193
heavy_vercel_ap-southeast-1,15-06-2023T06:00,45766.31622791816
heavy_vercel_ap-southeast-1,15-06-2023T12:00,58178.48270431282
heavy_vercel_ap-southeast-1,15-06-2023T18:00,48801.839414424365
heavy_vercel_ap-southeast-1,15-06-2023T24:00,68231.54686334071
heavy_vercel_us-east-1,15-06-2023T06:00,79207.56931337074
heavy_vercel_us-east-1,15-06-2023T12:00,31021.209199879926
heavy_vercel_us-east-1,15-06-2023T18:00,31189.0066015188
heavy_vercel_us-east-1,15-06-2023T24:00,35373.44475908854
heavy_vercel_eu-west-1,15-06-2023T06:00,23910.654307105215
heavy_vercel_eu-west-1,15-06-2023T12:00,31896.182275351457
heavy_vercel_eu-west-1,15-06-2023T18:00,62620.68628307026
heavy_vercel_eu-west-1,15-06-2023T24:00,59926.55024665281
heavy_pages_ap-southeast-1,15-06-2023T06:00,70707.96330197192
heavy_pages_ap-southeast-1,15-06-2023T12:00,47661.49116451263
heavy_pages_ap-southeast-1,15-06-2023T18:00,88056.99350146881
heavy_pages_ap-southeast-1,15-06-2023T24:00,46359.26756458285
heavy_pages_us-east-1,15-06-2023T06:00,71123.70262300628
heavy_pages_us-east-1,15-06-2023T12:00,83626.27952521577
heavy_pages_us-east-1,15-06-2023T18:00,26901.159960936962
heavy_pages_us-east-1,15-06-2023T24:00,45389.59463119683
heavy_pages_eu-west-1,15-06-2023T06:00,43561.57712316947
heavy_pages_eu-west-1,15-06-2023T12:00,85720.37771162794
heavy_pages_eu-west-1,15-06-2023T18:00,41677.78995705652
heavy_pages_eu-west-1,15-06-2023T24:00,43588.97680133849
simple_vercel_ap-southeast-1,15-06-2023T06:00,44480.95004702515
simple_vercel_ap-southeast-1,15-06-2023T12:00,81225.56405425955
simple_vercel_ap-southeast-1,15-06-2023T18:00,64954.12847928805
simple_vercel_ap-southeast-1,15-06-2023T24:00,83158.42105027585
simple_vercel_us-east-1,15-06-2023T06:00,19246.065558498023
simple_vercel_us-east-1,15-06-2023T12:00,66029.47555770897
simple_vercel_us-east-1,15-06-2023T18:00,37431.44517495867
simple_vercel_us-east-1,15-06-2023T24:00,37651.58763515037
simple_vercel_eu-west-1,15-06-2023T06:00,45025.18409502154
simple_vercel_eu-west-1,15-06-2023T12:00,61329.76744615355
simple_vercel_eu-west-1,15-06-2023T18:00,33245.420536350284
simple_vercel_eu-west-1,15-06-2023T24:00,88530.56099719222
simple_pages_ap-southeast-1,15-06-2023T06:00,60260.193559561405
simple_pages_ap-southeast-1,15-06-2023T12:00,38466.05491804704
simple_pages_ap-southeast-1,15-06-2023T18:00,35279.553675915944
simple_pages_ap-southeast-1,15-06-2023T24:00,25923.284266811817
simple_pages_us-east-1,15-06-2023T06:00,82884.77246648067
simple_pages_us-east-1,15-06-2023T12:00,87709.64338767367
simple_pages_us-east-1,15-06-2023T18:00,24397.58034458271
simple_pages_us-east-1,15-06-2023T24:00,34031.398477847455
simple_pages_eu-west-1,15-06-2023T06:00,76738.14884391574
simple_pages_eu-west-1,15-06-2023T12:00,86444.38712332584
simple_pages_eu-west-1,15-06-2023T18:00,57523.773190421314
simple_pages_eu-west-1,15-06-2023T24:00,18180.15557268021
heavy_vercel_ap-southeast-1,16-06-2023T06:00,87959.50457448528
heavy_vercel_ap-southeast-1,16-06-2023T12:00,69614.8700008954
heavy_vercel_ap-southeast-1,16-06-2023T18:00,84232.05378569127
heavy_vercel_ap-southeast-1,16-06-2023T24:00,61415.797939134296
heavy_vercel_us-east-1,16-06-2023T06:00,19016.318223265687
heavy_vercel_us-east-1,16-06-2023T12:00,30722.499625707096
heavy_vercel_us-east-1,16-06-2023T18:00,36993.82064235385
heavy_vercel_us-east-1,16-06-2023T24:00,23560.714865670958
heavy_vercel_eu-west-1,16-06-2023T06:00,34232.99902259613
heavy_vercel_eu-west-1,16-06-2023T12:00,22087.004435273004
heavy_vercel_eu-west-1,16-06-2023T18:00,29839.794732138114
heavy_vercel_eu-west-1,16-06-2023T24:00,16128.05874102253
heavy_pages_ap-southeast-1,16-06-2023T06:00,53071.08229930997
heavy_pages_ap-southeast-1,16-06-2023T12:00,87747.28712723803
heavy_pages_ap-southeast-1,16-06-2023T18:00,15080.680986611927
heavy_pages_ap-southeast-1,16-06-2023T24:00,52246.99572576421
heavy_pages_us-east-1,16-06-2023T06:00,25827.546468555418
heavy_pages_us-east-1,16-06-2023T12:00,19539.793087759863
heavy_pages_us-east-1,16-06-2023T18:00,34255.74566571823
heavy_pages_us-east-1,16-06-2023T24:00,32410.67487739395
heavy_pages_eu-west-1,16-06-2023T06:00,71354.01006134458
heavy_pages_eu-west-1,16-06-2023T12:00,73059.32970691333
heavy_pages_eu-west-1,16-06-2023T18:00,69678.68677252658
heavy_pages_eu-west-1,16-06-2023T24:00,30797.047264295805
simple_vercel_ap-southeast-1,16-06-2023T06:00,62824.14498893157
simple_vercel_ap-southeast-1,16-06-2023T12:00,19056.45979005908
simple_vercel_ap-southeast-1,16-06-2023T18:00,25289.64095805496
simple_vercel_ap-southeast-1,16-06-2023T24:00,37441.90174114953
simple_vercel_us-east-1,16-06-2023T06:00,28261.059371015275
simple_vercel_us-east-1,16-06-2023T12:00,69546.86706953848
simple_vercel_us-east-1,16-06-2023T18:00,87554.77743756653
simple_vercel_us-east-1,16-06-2023T24:00,29787.193344088195
simple_vercel_eu-west-1,16-06-2023T06:00,65171.177556274575
simple_vercel_eu-west-1,16-06-2023T12:00,72261.5419704685
simple_vercel_eu-west-1,16-06-2023T18:00,82812.70333120764
simple_vercel_eu-west-1,16-06-2023T24:00,62945.560989087346
simple_pages_ap-southeast-1,16-06-2023T06:00,52280.751604319536
simple_pages_ap-southeast-1,16-06-2023T12:00,80515.61116704284
simple_pages_ap-southeast-1,16-06-2023T18:00,30242.31089109231
simple_pages_ap-southeast-1,16-06-2023T24:00,79622.29340579695
simple_pages_us-east-1,16-06-2023T06:00,19269.76078750794
simple_pages_us-east-1,16-06-2023T12:00,16608.066280334202
simple_pages_us-east-1,16-06-2023T18:00,52712.9476243644
simple_pages_us-east-1,16-06-2023T24:00,72982.55644668068
simple_pages_eu-west-1,16-06-2023T06:00,54866.239628242154
simple_pages_eu-west-1,16-06-2023T12:00,72551.88315512231
simple_pages_eu-west-1,16-06-2023T18:00,15773.166896741102
simple_pages_eu-west-1,16-06-2023T24:00,37733.34954232839
heavy_vercel_ap-southeast-1,17-06-2023T06:00,34875.74978290024
heavy_vercel_ap-southeast-1,17-06-2023T12:00,31691.969032092507
heavy_vercel_ap-southeast-1,17-06-2023T18:00,26720.101357361527
heavy_vercel_ap-southeast-1,17-06-2023T24:00,49107.726976181235
heavy_vercel_us-east-1,17-06-2023T06:00,27324.06084787581
heavy_vercel_us-east-1,17-06-2023T12:00,41308.197632277195
heavy_vercel_us-east-1,17-06-2023T18:00,86397.19595896399
heavy_vercel_us-east-1,17-06-2023T24:00,47657.130546428496
heavy_vercel_eu-west-1,17-06-2023T06:00,62008.80791788797
heavy_vercel_eu-west-1,17-06-2023T12:00,60972.48758033993
heavy_vercel_eu-west-1,17-06-2023T18:00,78738.75024698173
heavy_vercel_eu-west-1,17-06-2023T24:00,42380.152419766215
heavy_pages_ap-southeast-1,17-06-2023T06:00,65052.23543656898
heavy_pages_ap-southeast-1,17-06-2023T12:00,17949.69730171426
heavy_pages_ap-southeast-1,17-06-2023T18:00,80432.59175034473
heavy_pages_ap-southeast-1,17-06-2023T24:00,85924.40343014819
heavy_pages_us-east-1,17-06-2023T06:00,78000.07095275926
heavy_pages_us-east-1,17-06-2023T12:00,55169.89569950508
heavy_pages_us-east-1,17-06-2023T18:00,19924.476600952574
heavy_pages_us-east-1,17-06-2023T24:00,33011.94805099651
heavy_pages_eu-west-1,17-06-2023T06:00,53175.07134327991
heavy_pages_eu-west-1,17-06-2023T12:00,79409.93552857183
heavy_pages_eu-west-1,17-06-2023T18:00,60763.42418415287
heavy_pages_eu-west-1,17-06-2023T24:00,74901.44012857696
simple_vercel_ap-southeast-1,17-06-2023T06:00,49133.34264773283
simple_vercel_ap-southeast-1,17-06-2023T12:00,27880.569018257935
simple_vercel_ap-southeast-1,17-06-2023T18:00,76236.22345948537
simple_vercel_ap-southeast-1,17-06-2023T24:00,23072.67555956605
simple_vercel_us-east-1,17-06-2023T06:00,84496.83312508572
simple_vercel_us-east-1,17-06-2023T12:00,89436.41525139517
simple_vercel_us-east-1,17-06-2023T18:00,82269.61568165594
simple_vercel_us-east-1,17-06-2023T24:00,58057.54404968479
simple_vercel_eu-west-1,17-06-2023T06:00,26529.664231563584
simple_vercel_eu-west-1,17-06-2023T12:00,34347.94548593383
simple_vercel_eu-west-1,17-06-2023T18:00,16785.807809076083
simple_vercel_eu-west-1,17-06-2023T24:00,45634.86200702
simple_pages_ap-southeast-1,17-06-2023T06:00,67088.28671614506
simple_pages_ap-southeast-1,17-06-2023T12:00,40294.99974873039
simple_pages_ap-southeast-1,17-06-2023T18:00,20403.377050806303
simple_pages_ap-southeast-1,17-06-2023T24:00,39292.14742409033
simple_pages_us-east-1,17-06-2023T06:00,77075.9296395107
simple_pages_us-east-1,17-06-2023T12:00,60922.77613305519
simple_pages_us-east-1,17-06-2023T18:00,26118.536150217078
simple_pages_us-east-1,17-06-2023T24:00,72852.03204701151
simple_pages_eu-west-1,17-06-2023T06:00,35884.04828521024
simple_pages_eu-west-1,17-06-2023T12:00,79054.35474964017
simple_pages_eu-west-1,17-06-2023T18:00,47747.16073792795
simple_pages_eu-west-1,17-06-2023T24:00,16124.483818194694
heavy_vercel_ap-southeast-1,18-06-2023T06:00,47794.53240678948
heavy_vercel_ap-southeast-1,18-06-2023T12:00,80341.07396650402
heavy_vercel_ap-southeast-1,18-06-2023T18:00,48139.21274963631
heavy_vercel_ap-southeast-1,18-06-2023T24:00,37319.377532308485
heavy_vercel_us-east-1,18-06-2023T06:00,71290.03004558386
heavy_vercel_us-east-1,18-06-2023T12:00,37732.074999980396
heavy_vercel_us-east-1,18-06-2023T18:00,69861.69407077637
heavy_vercel_us-east-1,18-06-2023T24:00,30184.64914160905
heavy_vercel_eu-west-1,18-06-2023T06:00,73713.12259135881
heavy_vercel_eu-west-1,18-06-2023T12:00,76344.94015006364
heavy_vercel_eu-west-1,18-06-2023T18:00,31895.98359968716
heavy_vercel_eu-west-1,18-06-2023T24:00,68729.62401854867
heavy_pages_ap-southeast-1,18-06-2023T06:00,88337.44552993742
heavy_pages_ap-southeast-1,18-06-2023T12:00,16082.98319644344
heavy_pages_ap-southeast-1,18-06-2023T18:00,76628.69222553364
heavy_pages_ap-southeast-1,18-06-2023T24:00,59042.62695335079
heavy_pages_us-east-1,18-06-2023T06:00,36935.618938791435
heavy_pages_us-east-1,18-06-2023T12:00,42362.41982734314
heavy_pages_us-east-1,18-06-2023T18:00,50888.86957237699
heavy_pages_us-east-1,18-06-2023T24:00,61538.6741587304
heavy_pages_eu-west-1,18-06-2023T06:00,28255.547714330693
heavy_pages_eu-west-1,18-06-2023T12:00,36869.49353701594
heavy_pages_eu-west-1,18-06-2023T18:00,24737.78187198648
heavy_pages_eu-west-1,18-06-2023T24:00,73209.95272110519
simple_vercel_ap-southeast-1,18-06-2023T06:00,16528.526121845127
simple_vercel_ap-southeast-1,18-06-2023T12:00,87914.34600093041
simple_vercel_ap-southeast-1,18-06-2023T18:00,27017.657636862205
simple_vercel_ap-southeast-1,18-06-2023T24:00,89117.98654648908
simple_vercel_us-east-1,18-06-2023T06:00,29901.398106979315
simple_vercel_us-east-1,18-06-2023T12:00,58607.52448323964
simple_vercel_us-east-1,18-06-2023T18:00,25706.507709324625
simple_vercel_us-east-1,18-06-2023T24:00,71500.11894068286
simple_vercel_eu-west-1,18-06-2023T06:00,45208.991463506
simple_vercel_eu-west-1,18-06-2023T12:00,18647.95710195436
simple_vercel_eu-west-1,18-06-2023T18:00,50359.81604619209
simple_vercel_eu-west-1,18-06-2023T24:00,30048.02171689237
simple_pages_ap-southeast-1,18-06-2023T06:00,73378.84248056452
simple_pages_ap-southeast-1,18-06-2023T12:00,67247.77317131733
simple_pages_ap-southeast-1,18-06-2023T18:00,31715.642025579305
simple_pages_ap-southeast-1,18-06-2023T24:00,30228.217259666904
simple_pages_us-east-1,18-06-2023T06:00,38362.762580841656
simple_pages_us-east-1,18-06-2023T12:00,20122.119445274104
simple_pages_us-east-1,18-06-2023T18:00,56404.46706995614
simple_pages_us-east-1,18-06-2023T24:00,16402.576149346685
simple_pages_eu-west-1,18-06-2023T06:00,59330.25150946688
simple_pages_eu-west-1,18-06-2023T12:00,78188.34325133635
simple_pages_eu-west-1,18-06-2023T18:00,36730.05926400768
simple_pages_eu-west-1,18-06-2023T24:00,87462.92742345532
heavy_vercel_ap-southeast-1,19-06-2023T06:00,47364.81991455839
heavy_vercel_ap-southeast-1,19-06-2023T12:00,66060.1625701687
heavy_vercel_ap-southeast-1,19-06-2023T18:00,20435.902548275353
heavy_vercel_ap-southeast-1,19-06-2023T24:00,48478.04727686221
heavy_vercel_us-east-1,19-06-2023T06:00,20026.440723581698
heavy_vercel_us-east-1,19-06-2023T12:00,27384.962123272548
heavy_vercel_us-east-1,19-06-2023T18:00,48608.42629670535
heavy_vercel_us-east-1,19-06-2023T24:00,86395.26027450502
heavy_vercel_eu-west-1,19-06-2023T06:00,15527.201046145072
heavy_vercel_eu-west-1,19-06-2023T12:00,16240.213345877377
heavy_vercel_eu-west-1,19-06-2023T18:00,37872.16614389265
heavy_vercel_eu-west-1,19-06-2023T24:00,68744.50042619962
heavy_pages_ap-southeast-1,19-06-2023T06:00,40995.351829612235
heavy_pages_ap-southeast-1,19-06-2023T12:00,19928.01750506453
heavy_pages_ap-southeast-1,19-06-2023T18:00,59354.04631272728
heavy_pages_ap-southeast-1,19-06-2023T24:00,54838.93690057873
heavy_pages_us-east-1,19-06-2023T06:00,33520.08894371793
heavy_pages_us-east-1,19-06-2023T12:00,68017.69224204426
heavy_pages_us-east-1,19-06-2023T18:00,52274.40269440523
heavy_pages_us-east-1,19-06-2023T24:00,54106.65911421618
heavy_pages_eu-west-1,19-06-2023T06:00,52828.24560499066
heavy_pages_eu-west-1,19-06-2023T12:00,76383.80143649466
heavy_pages_eu-west-1,19-06-2023T18:00,61250.75440648946
heavy_pages_eu-west-1,19-06-2023T24:00,40450.39033108034
simple_vercel_ap-southeast-1,19-06-2023T06:00,30357.531953944694
simple_vercel_ap-southeast-1,19-06-2023T12:00,55937.99855185722
simple_vercel_ap-southeast-1,19-06-2023T18:00,23433.029150008737
simple_vercel_ap-southeast-1,19-06-2023T24:00,40976.79581609056
simple_vercel_us-east-1,19-06-2023T06:00,47372.91797155977
simple_vercel_us-east-1,19-06-2023T12:00,82590.3562694322
simple_vercel_us-east-1,19-06-2023T18:00,71073.21686480411
simple_vercel_us-east-1,19-06-2023T24:00,24607.694488763686
simple_vercel_eu-west-1,19-06-2023T06:00,18298.490265360037
simple_vercel_eu-west-1,19-06-2023T12:00,31488.461685246602
simple_vercel_eu-west-1,19-06-2023T18:00,88808.64008198315
simple_vercel_eu-west-1,19-06-2023T24:00,69665.09015577726
simple_pages_ap-southeast-1,19-06-2023T06:00,86496.55396458207
simple_pages_ap-southeast-1,19-06-2023T12:00,63430.2610445398
simple_pages_ap-southeast-1,19-06-2023T18:00,49105.94844247916
simple_pages_ap-southeast-1,19-06-2023T24:00,58499.93737388171
simple_pages_us-east-1,19-06-2023T06:00,77848.4541851994
simple_pages_us-east-1,19-06-2023T12:00,58141.51438454751
simple_pages_us-east-1,19-06-2023T18:00,19102.18555783552
simple_pages_us-east-1,19-06-2023T24:00,56565.21957267102
simple_pages_eu-west-1,19-06-2023T06:00,51594.867286086985
simple_pages_eu-west-1,19-06-2023T12:00,41605.68363267413
simple_pages_eu-west-1,19-06-2023T18:00,68893.94692819499
simple_pages_eu-west-1,19-06-2023T24:00,33312.7956090792
heavy_vercel_ap-southeast-1,20-06-2023T06:00,69484.8340195687
heavy_vercel_ap-southeast-1,20-06-2023T12:00,69470.58802195977
heavy_vercel_ap-southeast-1,20-06-2023T18:00,59590.60354070796
heavy_vercel_ap-southeast-1,20-06-2023T24:00,28328.11944310722
heavy_vercel_us-east-1,20-06-2023T06:00,52418.620310396334
heavy_vercel_us-east-1,20-06-2023T12:00,75289.03908140227
heavy_vercel_us-east-1,20-06-2023T24:00,80848.57356376022
heavy_vercel_eu-west-1,20-06-2023T06:00,67604.25816090143
heavy_vercel_eu-west-1,20-06-2023T12:00,21172.444442579545
heavy_vercel_eu-west-1,20-06-2023T18:00,32133.440231403532
heavy_vercel_eu-west-1,20-06-2023T24:00,72523.71572081765
heavy_pages_ap-southeast-1,20-06-2023T06:00,54964.22736640998
heavy_pages_ap-southeast-1,20-06-2023T12:00,69511.59204160758
heavy_pages_ap-southeast-1,20-06-2023T18:00,57549.24764875052
heavy_pages_ap-southeast-1,20-06-2023T24:00,59689.88064843054
heavy_pages_us-east-1,20-06-2023T06:00,72154.95026881133
heavy_pages_us-east-1,20-06-2023T12:00,17220.220101856397
heavy_pages_us-east-1,20-06-2023T24:00,37997.19810085719
heavy_pages_eu-west-1,20-06-2023T06:00,66183.34035624405
heavy_pages_eu-west-1,20-06-2023T12:00,58331.11956108248
heavy_pages_eu-west-1,20-06-2023T18:00,31958.108208342393
heavy_pages_eu-west-1,20-06-2023T24:00,73390.05246671078
simple_vercel_ap-southeast-1,20-06-2023T06:00,77947.81028807601
simple_vercel_ap-southeast-1,20-06-2023T12:00,71357.80440916627
simple_vercel_ap-southeast-1,20-06-2023T18:00,41669.091520838105
simple_vercel_ap-southeast-1,20-06-2023T24:00,67601.95116287706
simple_vercel_us-east-1,20-06-2023T06:00,19220.533308849568
simple_vercel_us-east-1,20-06-2023T12:00,18715.179839217617
simple_vercel_us-east-1,20-06-2023T24:00,40185.09064437701
simple_vercel_eu-west-1,20-06-2023T06:00,50785.73469890171
simple_vercel_eu-west-1,20-06-2023T12:00,84672.36150297694
simple_vercel_eu-west-1,20-06-2023T18:00,16138.764994678095
simple_vercel_eu-west-1,20-06-2023T24:00,49064.8031194385
simple_pages_ap-southeast-1,20-06-2023T06:00,53657.79761563252
simple_pages_ap-southeast-1,20-06-2023T12:00,65597.6401016294
simple_pages_ap-southeast-1,20-06-2023T18:00,62002.91048674124
simple_pages_ap-southeast-1,20-06-2023T24:00,83013.81152587714
simple_pages_us-east-1,20-06-2023T06:00,74159.68914135161
simple_pages_us-east-1,20-06-2023T12:00,38682.086880010254
simple_pages_us-east-1,20-06-2023T24:00,49172.72278058996
simple_pages_eu-west-1,20-06-2023T06:00,30063.801380865443
simple_pages_eu-west-1,20-06-2023T12:00,16026.59662958213
simple_pages_eu-west-1,20-06-2023T18:00,27103.761253689438
simple_pages_eu-west-1,20-06-2023T24:00,63730.74623567668
heavy_vercel_ap-southeast-1,21-06-2023T24:00,54270.932750373075
heavy_vercel_us-east-1,21-06-2023T24:00,57474.21528756042
heavy_vercel_eu-west-1,21-06-2023T24:00,36215.80253291346
heavy_pages_ap-southeast-1,21-06-2023T24:00,83567.4918180771
heavy_pages_us-east-1,21-06-2023T24:00,62028.809335264494
heavy_pages_eu-west-1,21-06-2023T24:00,16338.484093994346
simple_vercel_ap-southeast-1,21-06-2023T24:00,60262.37929394872
simple_vercel_us-east-1,21-06-2023T24:00,38599.25577379606
simple_vercel_eu-west-1,21-06-2023T24:00,79854.39950978167
simple_pages_ap-southeast-1,21-06-2023T24:00,18347.601207522417
simple_pages_us-east-1,21-06-2023T24:00,52315.486908091276
simple_pages_eu-west-1,21-06-2023T24:00,72091.6456740129
